Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,sigmoid % Error,Accuracy,colslist
Random Regressor,0.3856054241309613,0.14655150174948317,0.5635885574518924,0.6302935122260533,0.7939102671121299,594.0211749411365,471.9055088489573,0.6776942355889725,,0.7137844611528822,38.56,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')"
knn,0.370800755552097,0.13532500826249572,0.5857769263457698,0.6454812871876345,0.8034185006505853,611.0971895346414,488.7363316024518,0.7142857142857143,,0.7508771929824561,37.08,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')"
svm,0.16741417118874102,0.025584134942854386,0.6919989869880343,0.8541309882640405,0.9241920732531959,795.8152822968547,625.4058462715154,0.7593984962406015,,0.7849624060150376,16.74,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')"
Linear Regressor,0.19912744408653393,0.03675330359302853,0.6979975852470643,0.8215970582066991,0.9064199127373025,777.5195231709572,617.8771727746371,0.7704260651629072,,0.8025062656641604,19.91,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')"
XGBoost_Regressor,0.32898908455581477,0.10554237052676307,0.6287821898618133,0.688374935665912,0.8296836358913631,652.3990986705819,525.1649687122018,0.7403508771929824,,0.7779448621553885,32.9,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')"
Random Regressor,0.3902554055303704,0.14974082867307525,0.5615446773509571,0.6255232013816359,0.7909002474279774,590.2640499510122,469.38120422015686,0.6791979949874687,,0.7117794486215538,39.03,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')"
knn,0.37424466832010306,0.13746367661038827,0.5871637506119229,0.6419482548992613,0.8012167340359669,609.5520146302412,488.1941292641163,0.7177944862155389,,0.7523809523809524,37.42,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')"
svm,0.16851987413728098,0.025466550437934887,0.6919501126987563,0.8529966725941337,0.92357818975663,795.1427005090083,625.0519977202509,0.7578947368421053,,0.7854636591478696,16.85,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')"
Linear Regressor,0.2085868652568167,0.040138857490279234,0.6960958471021271,0.8118928517777774,0.9010509706879947,768.4348788076522,612.3395147432167,0.7769423558897243,,0.8065162907268171,20.86,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')"
XGBoost_Regressor,0.33340051748418176,0.10802459722550983,0.6275132460918695,0.6838493463075795,0.8269518403798249,648.3084887715097,522.0165646196167,0.7458646616541353,,0.7839598997493734,33.34,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')"
Random Regressor,0.4041827368855344,0.16041629968987658,0.5502850342900738,0.6112354668531111,0.781815494124484,574.8479316776701,456.7424288637144,0.6837092731829574,,0.7032581453634085,40.42,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')"
knn,0.3800860056843035,0.1414514097653723,0.5807424842120392,0.6359557588910218,0.7974683435040051,602.8061292577795,481.7960823146926,0.7167919799498746,,0.7508771929824561,38.01,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')"
svm,0.17354526239055335,0.026701161775451898,0.6906202555206941,0.8478412403412133,0.9207829496364566,790.6260902747026,621.9469880561865,0.7593984962406015,,0.7819548872180451,17.35,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')"
Linear Regressor,0.20927039794930402,0.03994231335295728,0.6965398779504662,0.8111916310339911,0.9006617739384697,768.0872183581055,612.2818362906603,0.7744360902255639,,0.8055137844611528,20.93,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
XGBoost_Regressor,0.34981246469192195,0.1188334885926241,0.6184590788843864,0.6670127005194826,0.8167084550312201,633.0020509846116,510.4762411688066,0.7388471177944862,,0.7729323308270677,34.98,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
Random Regressor,0.4138065006914726,0.16789739431468087,0.5472605405936688,0.6013626650278364,0.7754757668862622,568.7118354317238,452.6597903639323,0.6781954887218045,,0.7132832080200501,41.38,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
knn,0.3993873925766024,0.15612463089737127,0.5648030320646771,0.6161549022217174,0.7849553504637811,584.8082970765901,466.7673046093597,0.6912280701754386,,0.73734335839599,39.94,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
svm,0.17301905120168204,0.02602798117068894,0.690310050861949,0.8483810685093531,0.921076038397131,790.8804587777798,621.9783615750978,0.762406015037594,,0.7834586466165413,17.3,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')"
Linear Regressor,0.2093776148572576,0.03950374674710744,0.6969472108472925,0.8110816396308468,0.9006007104321242,768.258638839392,612.4660968815905,0.7784461152882205,,0.8070175438596491,20.94,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
XGBoost_Regressor,0.3496001489063597,0.1182404063707837,0.6192302259717316,0.6672305104863003,0.8168417903647562,633.0084993891188,510.87484269913995,0.7413533834586467,,0.775438596491228,34.96,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
Random Regressor,0.41922036933718876,0.1720085450005111,0.5423366187175707,0.5958086995185994,0.7718864550687486,562.5009877826864,447.36755439146157,0.6691729323308271,,0.7097744360902256,41.92,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
knn,0.3932885938624586,0.15084321441624482,0.5673376618943908,0.6224115220111421,0.7889306192632798,587.4175750124184,469.1314045468039,0.7032581453634085,,0.7388471177944862,39.33,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
svm,0.1714738224582183,0.02500258133306521,0.6908732914891013,0.849966283760534,0.921936160349801,792.4564945134939,623.1317385908172,0.762406015037594,,0.7834586466165413,17.15,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')"
Linear Regressor,0.21778973230037457,0.042631119347764534,0.6903017799574526,0.8024518384302411,0.8957967617882089,759.0481606457734,605.0734799858834,0.7729323308270677,,0.8095238095238095,21.78,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
XGBoost_Regressor,0.35069945551753967,0.11856969533870754,0.6188006430485324,0.6661027566743565,0.816151184937176,631.2773398882805,509.6258253431073,0.7398496240601504,,0.7814536340852131,35.07,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Random Regressor,0.424861840658031,0.17637707751652032,0.5393143161813682,0.590021241567971,0.7681284017454184,557.2124554132541,443.3842023082081,0.6736842105263158,,0.7077694235588973,42.49,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
knn,0.3937635908112457,0.1507909437018351,0.5686861457308053,0.621924233374643,0.7886217302196554,587.8404892672313,469.7056011109356,0.6992481203007519,,0.7338345864661654,39.38,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
svm,0.18400741054242264,0.028989063460810538,0.6830398710904352,0.8371083589599874,0.9149362595066322,779.7378350951319,613.5361685894527,0.7614035087719299,,0.7789473684210526,18.4,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')"
Linear Regressor,0.24140547660465328,0.05305272246325332,0.6766306739574611,0.7782249799813002,0.8821706070717275,733.7445085526599,586.2786647450677,0.7639097744360902,,0.7989974937343358,24.14,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
XGBoost_Regressor,0.35594388269156385,0.12185169892351899,0.6123421623544163,0.6607226173421465,0.8128484590267404,625.0580009097001,504.45282246937256,0.7348370927318296,,0.7714285714285715,35.59,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Random Regressor,0.4445338228824359,0.19315934314413863,0.5324266650168689,0.5698401995216109,0.7548776056564473,541.4889915136447,432.61055344220506,0.6706766917293233,,0.7087719298245614,44.45,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
knn,0.39273871290873974,0.14955215887782336,0.5677515733770934,0.6229756324561854,0.7892880541704564,589.7858206464864,470.38521756473745,0.699749373433584,,0.7343358395989975,39.27,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
svm,0.20928626671688855,0.038496559971743616,0.6683364855401001,0.8111753516239045,0.9006527364217046,752.2787378511606,592.7720491969169,0.7508771929824561,,0.7769423558897243,20.93,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')"
Linear Regressor,0.24094949395595566,0.05235367170708194,0.6766706776051692,0.7786927622769939,0.8824356986642108,733.7449123023612,586.5770684557875,0.7598997493734336,,0.7934837092731829,24.09,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
XGBoost_Regressor,0.3537309284270822,0.11982865087457906,0.6133091249784325,0.6629928371170898,0.8142437209565019,626.5563222994494,505.5471631107872,0.7343358395989975,,0.7684210526315789,35.37,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Random Regressor,0.4638343889606601,0.21039042720621737,0.5217958357870097,0.5500401849069181,0.7416469408734307,523.0475029755615,418.72224746283587,0.6706766917293233,,0.7027568922305765,46.38,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
knn,0.4032099018341655,0.15750806282775587,0.5629960359937706,0.6122334763496575,0.7824534978832017,579.7422906987592,463.3066454198727,0.7082706766917293,,0.7348370927318296,40.32,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
svm,0.2094953843193813,0.03809954702620777,0.6683459201824156,0.8109608226008299,0.9005336321319876,752.0369449093602,592.8514734407139,0.7478696741854637,,0.7759398496240602,20.95,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')"
Linear Regressor,0.25216659979613054,0.05744293798140698,0.6703872869216891,0.7671853868627256,0.8758911957901653,722.8031593130075,578.5276658825404,0.762406015037594,,0.793984962406015,25.22,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
XGBoost_Regressor,0.35431097847078596,0.11979773917872893,0.6111714749479539,0.6623977768843463,0.8138782322217165,625.6311302510958,504.46487855827075,0.7268170426065163,,0.7634085213032581,35.43,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Random Regressor,0.4650864235836141,0.21116250909398437,0.5214915573644868,0.5487557508788116,0.7407805011464675,520.6126958323056,417.52776441602134,0.6706766917293233,,0.7022556390977444,46.51,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
knn,0.41218508898065354,0.16444912461913708,0.5597428692859013,0.6030260346637598,0.776547509598582,571.8813465597303,458.1218499934621,0.7082706766917293,,0.7323308270676692,41.22,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
svm,0.21543419158656396,0.04015411936581792,0.6628983518417917,0.8048683344215983,0.8971445448876109,745.5337851328095,587.4927592207785,0.7448621553884712,,0.7724310776942356,21.54,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')"
Linear Regressor,0.253425464649326,0.05760787144881685,0.6682915797744072,0.7658939458557534,0.8751536698521886,721.4056900479953,577.3076506717107,0.7528822055137845,,0.7879699248120301,25.34,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
XGBoost_Regressor,0.3572744563646445,0.12147687076680835,0.6119334467415023,0.6593576118772214,0.8120083816545377,624.4185612919171,504.06024169871887,0.7353383458646616,,0.7729323308270677,35.73,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Random Regressor,0.471383552573737,0.21670287502638985,0.5158954375673892,0.542295668540827,0.7364072708364761,514.1070587676,412.52106626486204,0.6576441102756893,,0.6882205513784461,47.14,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
knn,0.3923152815620612,0.14792883465321016,0.5684975868264455,0.6234100211066826,0.789563183733058,589.7733785845377,471.19903353342033,0.7022556390977444,,0.7293233082706767,39.23,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
svm,0.2177409363951417,0.04067563842028932,0.6609160486907245,0.8025018970468035,0.8958247021860938,743.5327157456015,586.1332056442984,0.7358395989974937,,0.7669172932330827,21.77,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')"
Linear Regressor,0.2572153119568349,0.05908159429503457,0.6664770173411297,0.762006027140209,0.8729295659675006,718.320341842855,575.0000124247874,0.7518796992481203,,0.7849624060150376,25.72,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
XGBoost_Regressor,0.35796234957543427,0.12152868376192483,0.6097103191380118,0.6586519177762411,0.8115737291067529,622.9315193053769,502.25830897159403,0.7278195488721805,,0.7699248120300752,35.8,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Random Regressor,0.4685296925580862,0.21360435835285396,0.5188403657233637,0.5452233790436773,0.7383924288910859,517.7346061621813,415.1236676869458,0.6701754385964912,,0.6897243107769424,46.85,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
knn,0.3949551835363675,0.14959234786380904,0.567366063886127,0.620701805323748,0.7878463081869128,588.0295421023775,469.7764416989912,0.700250626566416,,0.7278195488721805,39.5,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
svm,0.22013724957243608,0.041248132817957694,0.6602319263030132,0.8000435735064727,0.894451548998867,741.8315926932918,585.0140728595982,0.7418546365914787,,0.7629072681704261,22.01,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')"
Linear Regressor,0.07681451094888381,0.005401673542437813,0.7497702721792502,0.9470751324702206,0.973177852435114,882.2640166270846,691.6051577097428,0.7889724310776942,,0.8215538847117795,7.68,"Index(['Level_B_SchoolCount'], dtype='object')"
XGBoost_Regressor,0.17705974184885465,0.03086412616862244,0.7022903336234979,0.8442358152798254,0.918823059832428,792.9943924802029,626.3428291900639,0.7719298245614035,,0.8020050125313283,17.71,"Index(['Level_B_SchoolCount'], dtype='object')"
Random Regressor,0.1679972564477491,0.027735483130405192,0.7038331892975445,0.8535328142725016,0.9238683966196168,799.7918487432149,630.519773659671,0.7694235588972431,,0.7954887218045112,16.8,"Index(['Level_B_SchoolCount'], dtype='object')"
knn,0.050285520438471676,0.0020281461766891162,0.7512845607189624,0.9742906243729086,0.9870616112345311,904.3596511554761,703.8948510648313,0.780952380952381,,0.806015037593985,5.03,"Index(['Level_B_SchoolCount'], dtype='object')"
svm,0.045450395789303766,0.0015650188278696353,0.7359663214176538,0.979250869493667,0.9895710532820102,895.9632850718427,693.531105728955,0.7724310776942356,,0.7889724310776942,4.55,"Index(['Level_B_SchoolCount'], dtype='object')"
Linear Regressor,0.07664324820477231,0.004876069209731271,0.7497011245017614,0.9472508270494685,0.9732681167332404,882.4592554727282,691.6974543032425,0.7879699248120301,,0.8215538847117795,7.66,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')"
XGBoost_Regressor,0.22313080882488323,0.048833329089664756,0.6789589550879294,0.7969725487133047,0.8927331901040224,750.6369661165716,595.518473248618,0.7649122807017544,,0.7924812030075188,22.31,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')"
Random Regressor,0.2397950516976236,0.05655538335161647,0.64516745092622,0.7798770785034793,0.8831064932970878,723.3688339355303,568.472473040597,0.7343358395989975,,0.775438596491228,23.98,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')"
knn,0.24097761377496207,0.05712449770045458,0.6587968476855024,0.7786639147900843,0.882419353136639,729.5448289633968,578.2717687449181,0.743859649122807,,0.7779448621553885,24.1,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')"
svm,0.04622536447447112,0.0011349136223245404,0.7370611288557992,0.9784558466311223,0.9891692709698994,896.779208774247,694.973501423154,0.7664160401002507,,0.7864661654135339,4.62,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')"
Linear Regressor,0.1112057663059548,0.010878575883792596,0.7395395027996295,0.911793920720897,0.9548790084198611,852.8446754812453,671.5974727629066,0.7884711779448621,,0.8215538847117795,11.12,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')"
