Method,R^2,Adjusted R^2,MAE,MSE,RMSE,HuberLoss,logcosh,Percent_Error,ColsList,Accuracy,sigmoid % Error
knn,0.3646445599742375,0.12639389404087809,0.36520917058498825,0.24524810709441383,0.49522530942432036,237.9119893801439,209.7124960633185,0.7132832080200501,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",36.46,0.7273182957393484
svm,-45.07024472014821,2046.7159962169233,3.5083335484633444,17.78318024716153,4.217010818952392,8427.714339116183,5743.810635107318,0.9789473684210527,"Index(['Level_A_SchoolCount', 'Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",-4507.02,0.9809523809523809
Linear Regressor,0.04017506806660909,0.0011130898001747713,0.47597139744678507,0.3704937942911827,0.6086820141019305,362.8413114703386,315.85018417226075,0.787468671679198,"Index(['Level_B_SchoolCount'], dtype='object')",4.02,0.7899749373433584
XGBoost_Regressor,0.1343917867219332,0.01756845848599964,0.44937829875295243,0.33412600635514444,0.5780363365352946,327.1953311710305,287.1566246235974,0.7629072681704261,"Index(['Level_B_SchoolCount'], dtype='object')",13.44,0.7814536340852131
Random Regressor,0.13839652829866445,0.01866145333465896,0.4491370200768025,0.33258017038802684,0.5766976420864115,325.91776571441306,286.42435314495935,0.7639097744360902,"Index(['Level_B_SchoolCount'], dtype='object')",13.84,0.7804511278195488
knn,0.01912101980217351,-0.00013595929946785823,0.4865809732214883,0.3786206869850075,0.615321612642533,371.37228178179816,324.2720555904939,0.7959899749373434,"Index(['Level_B_SchoolCount'], dtype='object')",1.91,0.8085213032581454
svm,0.029633553275392743,0.00037683194910831386,0.4696735833847735,0.3745628340531602,0.6120153871048997,364.58278841741253,314.495370826608,0.7719298245614035,"Index(['Level_B_SchoolCount'], dtype='object')",2.96,0.7869674185463659
Linear Regressor,0.043139736629226766,0.0008588893231020744,0.4761982667339245,0.3693494279926666,0.6077412508565356,361.77936911148976,315.2061934692716,0.7879699248120301,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",4.31,0.7929824561403509
XGBoost_Regressor,0.257151710480381,0.06518937871122166,0.40709731453325815,0.28674050049153976,0.5354815594318256,280.0771572193168,246.54278210443317,0.7443609022556391,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",25.72,0.7604010025062656
Random Regressor,0.244899972473824,0.05903219731739617,0.4070435445436812,0.2914696888567216,0.5398793280509281,285.78334533660393,249.42334267901634,0.7378446115288221,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",24.49,0.7538847117794486
knn,0.21390419840232777,0.04479692879102404,0.4185789483681663,0.30343410190818193,0.5508485290060979,297.3978832559319,260.1225409040879,0.7483709273182957,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",21.39,0.7634085213032581
svm,0.014961731713708182,-0.0007799378959585379,0.4694821016144482,0.3802261781263364,0.6166248276921198,369.5018790294845,317.33564366559443,0.7664160401002507,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount'], dtype='object')",1.5,0.7859649122807018
Linear Regressor,0.07341197331872229,0.003890657833319211,0.4673312031710708,0.3576643014038209,0.5980504171086422,350.161636088141,305.91747470724,0.7814536340852131,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",7.34,0.7914786967418547
XGBoost_Regressor,0.3067014047847777,0.0927007076261831,0.3908770704048634,0.2676142477364404,0.5173144573046846,260.72122329700164,230.345503993327,0.72531328320802,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",30.67,0.7543859649122807
Random Regressor,0.31392280683851914,0.09718923763677967,0.37881777158654345,0.2648267762320239,0.5146132297483459,259.4351470161548,226.63241193072128,0.6977443609022557,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",31.39,0.7233082706766917
knn,0.25858294170731055,0.06545910831620327,0.4019164652431036,0.28618804319424385,0.5349654598142237,280.08446761868476,245.1849570691606,0.7293233082706767,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",25.86,0.7458646616541353
svm,0.05025806910217401,0.0010228989345547612,0.46350934295180624,0.3666017414936131,0.6054764582488844,357.27316618534076,308.526653237687,0.7744360902255639,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount'], dtype='object')",5.03,0.7894736842105263
Linear Regressor,0.07647107613609383,0.003849529657242279,0.46584608636308494,0.35648348334812413,0.5970623781047707,348.8761458340265,304.67384235041334,0.7764411027568923,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",7.65,0.7899749373433584
XGBoost_Regressor,0.32531939303623236,0.10403538629447862,0.38529092535614234,0.2604276776861546,0.5103211515175072,254.0953038027174,224.72712976470245,0.7243107769423559,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",32.53,0.7463659147869675
Random Regressor,0.3306669454406833,0.1075503587142218,0.37493390169902396,0.2583635148220944,0.5082947125655494,252.913124646592,221.4167396748084,0.6982456140350877,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",33.07,0.7208020050125313
knn,0.2624468553926673,0.06700675060279715,0.40147135600617384,0.2846965669942895,0.5335696458704239,278.77987684603204,244.22557828892025,0.731328320802005,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",26.24,0.7493734335839599
svm,0.057337447518989504,0.0012841408435466661,0.4617260768353725,0.36386909131585016,0.6032156258883303,354.534102779307,306.3523404350801,0.7679197994987469,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount'], dtype='object')",5.73,0.787468671679198
Linear Regressor,0.13137568678099132,0.014789132593208243,0.44805114937491214,0.3352902252391341,0.5790425072817488,328.06441161542,287.8619875485,0.7583959899749373,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",13.14,0.7759398496240602
XGBoost_Regressor,0.35990510333482606,0.12734347748238561,0.3705432534507782,0.2470775441248492,0.49706895308885385,240.71276753027163,212.5337001256391,0.7142857142857143,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",35.99,0.731829573934837
Random Regressor,0.38831927967981916,0.14865710144006072,0.3550050680866494,0.2361096314821655,0.48591113537576547,231.19411732949385,203.21334799016617,0.6842105263157895,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",38.83,0.699749373433584
knn,0.3051342585671174,0.09082714429768779,0.3879891135309635,0.2682191684142357,0.5178988013253513,262.42440358921687,230.44615751562654,0.7308270676691729,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",30.51,0.7458646616541353
svm,0.0971978117573008,0.00695733772405871,0.4654397616193609,0.34848293380196577,0.590324430971619,342.11952379236914,301.6898983590404,0.775438596491228,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools'], dtype='object')",9.72,0.7829573934837093
Linear Regressor,0.13642053279777944,0.015648621814409958,0.44695095481768055,0.33334290747295603,0.5773585605782217,325.9617003145247,286.1545842916091,0.7563909774436091,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",13.64,0.7739348370927318
XGBoost_Regressor,0.40916220732989217,0.16490087602751358,0.3556848573822411,0.22806423164695053,0.4775607099070761,221.57675764844532,196.37937676802102,0.7082706766917293,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",40.92,0.731829573934837
Random Regressor,0.41608408561157695,0.17063037062406883,0.34806518190413605,0.22539237674624754,0.47475507026913105,220.53352328552614,194.4469668021709,0.6892230576441103,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",41.61,0.7037593984962406
knn,0.3026585468823483,0.0888605527293076,0.38762358133218644,0.26917479665970495,0.518820582340085,262.7076390296712,230.6915164534652,0.7258145363408521,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",30.27,0.7423558897243108
svm,-0.339211236857635,0.11239343100689647,0.5758924730408727,0.5169374497298489,0.718983622713236,511.2693720151229,433.20071912742424,0.8215538847117795,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools'], dtype='object')",-33.92,0.8065162907268171
Linear Regressor,0.13707576093159235,0.015333059831172724,0.4470921491111813,0.3330899884776829,0.5771394878863193,325.79665551263145,286.09657246775794,0.7604010025062656,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",13.71,0.775438596491228
XGBoost_Regressor,0.418771309461776,0.1724643194760399,0.35258764011944904,0.2243551045028973,0.47366138168832944,218.14308474564456,193.58379087373498,0.706766917293233,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",41.88,0.7303258145363408
Random Regressor,0.42965447686532043,0.18173040823547149,0.338804998833707,0.2201541863447044,0.46920591038978227,214.04269263852512,188.2669783837772,0.6706766917293233,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",42.97,0.6847117794486216
knn,0.3483349152967363,0.11824177310029205,0.37052751661098354,0.2515436532289955,0.5015412776920715,244.42796794296413,214.87344987489158,0.7102756892230576,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",34.83,0.7273182957393484
svm,-91.92157861808688,8479.340096420941,5.026145990473449,35.867862032292535,5.988978379681508,12920.380922950817,8735.988977710549,0.9834586466165414,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population'], dtype='object')",-9192.16,0.9864661654135338
Linear Regressor,0.13715550022553336,0.014859210824159086,0.4470521887919082,0.3330592089963594,0.5771128217223729,325.8369543406757,286.15259055226187,0.7568922305764411,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",13.72,0.7739348370927318
XGBoost_Regressor,0.41722831385504466,0.170752494949322,0.34846171342076754,0.22495070301038866,0.47428968258901505,217.85836951515023,192.8959114623734,0.6902255639097744,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",41.72,0.7132832080200501
Random Regressor,0.4354999326340252,0.18639598262866852,0.3375553503299219,0.21789783207107005,0.4667952785441066,211.6169856156272,186.42569278533745,0.6666666666666666,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",43.55,0.6857142857142857
knn,0.3591494098918311,0.125479691570769,0.3673363464653817,0.24736924287292422,0.4973622853342664,240.06400453416296,211.30480714713258,0.7087719298245614,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",35.91,0.7298245614035088
svm,-156.63474095997543,24633.267622730928,6.108418651647179,60.84723510226757,7.800463774819262,16190.390885296427,10912.955375186712,0.9799498746867168,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile'], dtype='object')",-15663.47,0.9824561403508771
Linear Regressor,0.14751731614639307,0.01732601963460534,0.4432412287241711,0.32905953325493725,0.573637109377468,321.92651493919703,282.82164458781386,0.7533834586466165,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",14.75,0.7729323308270677
XGBoost_Regressor,0.4094107927766302,0.1638431694209198,0.35044050251982284,0.2279682773095465,0.47746023636481655,221.12597161321924,195.2595294435181,0.6922305764411028,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",40.94,0.7132832080200501
Random Regressor,0.43929536673862646,0.18932138839325963,0.3350790606185979,0.21643278908707148,0.46522337547362286,210.2645663186858,185.2016287271455,0.6616541353383458,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",43.93,0.6837092731829574
knn,0.3589325051279211,0.12488266559969052,0.3672140438700054,0.2474529684215188,0.4974464477926431,240.19857219067882,211.33131169306398,0.7097744360902256,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",35.89,0.731829573934837
svm,-996.7786915883025,998072.5966997228,16.444278640788184,385.14399971337275,19.625085979770198,47031.48311775959,31469.07789929698,0.9864661654135338,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals'], dtype='object')",-99677.87,0.9894736842105263
Linear Regressor,0.17869206213426647,0.02705147228889848,0.4367495687946445,0.3170260367881956,0.5630506520626679,309.5298532622104,273.35785558967154,0.7573934837092732,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",17.87,0.774937343358396
XGBoost_Regressor,0.43471706679621747,0.18489112034215238,0.3421920842815865,0.21820001940234313,0.4671188493331682,211.68588982179517,187.35359052171626,0.6912280701754386,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",43.47,0.712280701754386
Random Regressor,0.45162118892802294,0.19994940846158737,0.33232160721433796,0.21167500412152646,0.4600815189958476,205.39233142555344,181.44309459677794,0.6676691729323309,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",45.16,0.6852130325814536
knn,0.3614084954989081,0.12623412531948386,0.36607398819835074,0.24649723260277154,0.4964848765096189,239.28885092013962,210.5501191262319,0.7082706766917293,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",36.14,0.7303258145363408
svm,-120.41843533996554,14573.682228847061,5.48144571230474,46.867689418516036,6.845998058611763,14273.496050034331,9639.138847877171,0.9884711779448622,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways'], dtype='object')",-12041.84,0.9874686716791979
Linear Regressor,0.17802163190726028,0.02632034929162208,0.4373796707461865,0.3172848238131489,0.5632804131275548,309.91220762622095,273.89197639672057,0.7553884711779448,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",17.8,0.7789473684210526
XGBoost_Regressor,0.45562826520112387,0.20320153777310657,0.3385544831702281,0.2101282669582764,0.4583974988569161,203.70959201244648,181.45508105523857,0.6902255639097744,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",45.56,0.7192982456140351
Random Regressor,0.48101144383745253,0.22710831374209073,0.32383750330199107,0.2003303237591963,0.44758275632467825,194.1655695024,172.41389932027823,0.6651629072681704,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",48.1,0.6832080200501253
knn,0.35897946961316773,0.12403394939479573,0.36627377100961217,0.24743484006315147,0.4974282260418597,240.24568692934233,211.2452155376347,0.7072681704260652,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",35.9,0.7308270676691729
svm,-34.97932512887606,1230.3348733355579,2.866991003210547,13.888070875781812,3.7266702129088123,6636.687915675739,4548.013827879099,0.962907268170426,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station'], dtype='object')",-3497.93,0.9614035087719298
Linear Regressor,0.18948829122060007,0.030068713493616395,0.43417058562232186,0.312858676944588,0.5593377127859233,305.7296254468673,270.34062560499353,0.7513784461152883,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",18.95,0.7694235588972431
XGBoost_Regressor,0.45629495663254627,0.20341117274061793,0.33834832068517556,0.20987092311375724,0.45811671341892474,203.3608340482789,181.52498387246382,0.6897243107769424,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",45.63,0.7107769423558897
Random Regressor,0.48447266241971043,0.2300803424320349,0.32376087350015753,0.19899428844405942,0.446087758679903,192.67663990805545,171.43272673562333,0.6646616541353384,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",48.45,0.6892230576441103
knn,0.36571234204018677,0.1285007876580796,0.36546495622031333,0.24483594169223705,0.4948089951609985,237.53970315541062,209.522133678003,0.7137844611528822,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",36.57,0.7273182957393484
svm,-173.44310361408526,30264.638406369784,6.60753511470216,67.33528708795565,8.205808131315017,17614.602239688415,11862.862933112876,0.9874686716791979,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores'], dtype='object')",-17344.31,0.98796992481203
Linear Regressor,0.19062325863308693,0.03001334179878956,0.43290974385322034,0.3124205779027116,0.5589459525774487,305.3544825478534,269.91329586792983,0.7523809523809524,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",19.06,0.7669172932330827
XGBoost_Regressor,0.457198899173508,0.20384022302397897,0.3364772536342303,0.20952200000217738,0.4577357316205251,202.1634700666316,180.13639091537073,0.6867167919799498,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",45.72,0.7097744360902256
Random Regressor,0.4825980798923978,0.22786693992496887,0.32252405671652046,0.19971787997637877,0.4468980644133277,193.3123411346645,171.66130647021333,0.6631578947368421,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",48.26,0.6791979949874687
knn,0.36361692300777404,0.12652257940186618,0.3657635917184695,0.24564477643086455,0.4956256414178594,238.32358434148983,210.091176438404,0.7137844611528822,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",36.36,0.7273182957393484
svm,-118.93668470997702,14238.75887419594,6.045499549906813,46.29573155950107,6.804096674761542,15914.68715539053,10727.708132558415,0.9884711779448622,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store'], dtype='object')",-11893.67,0.9889724310776943
Linear Regressor,0.193590399245397,0.030671526214093192,0.43217492096206866,0.3112752573894844,0.5579204758650506,304.22942107796564,268.9836640889039,0.7493734335839599,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",19.36,0.768922305764411
XGBoost_Regressor,0.44716264395421856,0.1942975422804878,0.3390213780166357,0.21339600884791474,0.4619480586039027,206.64219161425245,183.69914680397108,0.681203007518797,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",44.72,0.7027568922305765
Random Regressor,0.4970345609441138,0.24171941889756487,0.31857499761992786,0.19414537767610077,0.44061931151062905,188.15894010238407,167.58332411320734,0.6581453634085213,"Index(['Level_B_SchoolCount', 'Level_C_SchoolCount', 'Level_D_SchoolCount', 'Level_F_SchoolCount', 'Total_Number_of_Schools', 'Num_Complaints_schools', 'Population', 'People/Sq_Mile', 'Total_Num_ofHospitals', 'Total_Num_of_Subways', 'min_dist_station', 'Num_of_Retail_stores', 'min_dist_retail_store', 'Num_of_Retail_stores_Zipcode'], dtype='object')",49.7,0.6721804511278195
